# Logfile created on 2011-09-01 04:11:53 +0100 by logger.rb/31641
I, [2011-09-01T04:11:53.357047 #70036]  INFO -- : NICK lolfo
I, [2011-09-01T04:20:11.875547 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:11.875637 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-01T04:20:11.875731 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- science fiction universe.  Author of I Robot, the
I, [2011-09-01T04:20:11.875823 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-01T04:20:11.875917 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- Sky and hundreds of works of science fact and science
I, [2011-09-01T04:20:11.876010 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- fiction.
I, [2011-09-01T04:20:11.876101 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:11.876193 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-01T04:20:11.876287 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-01T04:20:11.876381 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:11.876474 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-01T04:20:11.876568 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- like to invite all users of freenode to get involved in the fun
I, [2011-09-01T04:20:12.006300 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T04:20:12.006530 #70209]  INFO -- : :asimov.freenode.net 372 yoman :-  
I, [2011-09-01T04:20:12.006819 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T04:20:12.007032 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T04:20:12.007228 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T04:20:12.007422 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T04:20:12.007519 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- support.
I, [2011-09-01T04:20:12.007715 #70209]  INFO -- : :asimov.freenode.net 372 yoman :-  
I, [2011-09-01T04:20:12.007794 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- By connecting to freenode you indicate that you have read
I, [2011-09-01T04:20:12.007870 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T04:20:12.007942 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- the website (http://freenode.net). We would like to remind
I, [2011-09-01T04:20:12.008015 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- you that unauthorized public logging of channels on the
I, [2011-09-01T04:20:12.008087 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- network is prohibited. Public channel logging should only
I, [2011-09-01T04:20:12.008158 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- take place where the channel owner(s) has requested this
I, [2011-09-01T04:20:12.008230 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- and users of the channel are all made aware (if you are
I, [2011-09-01T04:20:12.008301 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- publically logging your channel, you may wish to keep a
I, [2011-09-01T04:20:12.008373 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- notice in topic and perhaps as a on-join message).
I, [2011-09-01T04:20:12.008444 #70209]  INFO -- : :asimov.freenode.net 372 yoman :-  
I, [2011-09-01T04:20:12.008527 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- By registering your nickname with Nickserv you agree that you
I, [2011-09-01T04:20:12.008597 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- are 13 years of age, or older. For more information about the
I, [2011-09-01T04:20:12.008666 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- Children's Online Privacy Protection Act please see their
I, [2011-09-01T04:20:12.008734 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- website at (http://www.coppa.org).
I, [2011-09-01T04:20:12.008802 #70209]  INFO -- : :asimov.freenode.net 372 yoman :-  
I, [2011-09-01T04:20:12.008870 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- freenode runs an open proxy scanner. Your use of the network
I, [2011-09-01T04:20:12.008939 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- indicates your acceptance of this policy. For details on
I, [2011-09-01T04:20:12.009008 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- freenode network policy, please take a look at our policy
I, [2011-09-01T04:20:12.009077 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- page (http://freenode.net/policy.shtml). Thank you for using
I, [2011-09-01T04:20:12.009147 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- the network!
I, [2011-09-01T04:20:12.009220 #70209]  INFO -- : :asimov.freenode.net 372 yoman :-  
I, [2011-09-01T04:20:12.009290 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- Don't forget to check out these other Peer-Directed Projects:
I, [2011-09-01T04:20:12.009359 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- FOSSCON [http://www.fosscon.org] and fossevents 
I, [2011-09-01T04:20:12.009428 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- [http://www.fossevents.org], and soon we'll repeat last years 
I, [2011-09-01T04:20:12.009519 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- success with Picnics for Geeks across the globe, more info at 
I, [2011-09-01T04:20:12.009588 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- [http://geeknic.org]
I, [2011-09-01T04:20:12.009656 #70209]  INFO -- : :asimov.freenode.net 372 yoman :-  
I, [2011-09-01T04:20:12.009725 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- freenode is a service of Peer-Directed Projects Center Ltd,
I, [2011-09-01T04:20:12.009804 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- a not for profit organisation registered in England and Wales.
I, [2011-09-01T04:20:12.009874 #70209]  INFO -- : :asimov.freenode.net 372 yoman :-  
I, [2011-09-01T04:20:12.009944 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- If you support the work we do and wish to donate to the PDPC, 
I, [2011-09-01T04:20:12.010014 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- you may do so over at http://freenode.net/pdpc_donations.shtml
I, [2011-09-01T04:20:12.010083 #70209]  INFO -- : :asimov.freenode.net 372 yoman :-  
I, [2011-09-01T04:20:12.010152 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- Thank you for using freenode!
I, [2011-09-01T04:20:12.010220 #70209]  INFO -- : :asimov.freenode.net 372 yoman :-  
I, [2011-09-01T04:20:12.010288 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- ***************************************************************
I, [2011-09-01T04:20:12.010358 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- Please read http://blog.freenode.net/2010/11/be-safe-out-there/
I, [2011-09-01T04:20:12.010427 #70209]  INFO -- : :asimov.freenode.net 372 yoman :- ***************************************************************
I, [2011-09-01T04:20:12.010496 #70209]  INFO -- : :asimov.freenode.net 376 yoman :End of /MOTD command.
I, [2011-09-01T04:20:12.010571 #70209]  INFO -- : JOIN #cramp
I, [2011-09-01T04:20:12.010633 #70209]  INFO -- : :yoman MODE yoman :+i
I, [2011-09-01T04:20:12.010702 #70209]  INFO -- : :NickServ!NickServ@services. NOTICE yoman :This nickname is registered. Please choose a different nickname, or identify via /msg NickServ identify <password>.
I, [2011-09-01T04:20:12.011512 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-01T04:20:12.011630 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T04:20:12.011709 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:12.011782 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T04:20:12.011857 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T04:20:12.011931 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T04:20:12.012002 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T04:20:12.012071 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- support.
I, [2011-09-01T04:20:12.012139 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:12.012207 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- By connecting to freenode you indicate that you have read
I, [2011-09-01T04:20:12.012276 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T04:20:12.012345 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- the website (http://freenode.net). We would like to remind
I, [2011-09-01T04:20:12.012414 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- you that unauthorized public logging of channels on the
I, [2011-09-01T04:20:12.012484 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- network is prohibited. Public channel logging should only
I, [2011-09-01T04:20:12.012553 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- take place where the channel owner(s) has requested this
I, [2011-09-01T04:20:12.012640 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- and users of the channel are all made aware (if you are
I, [2011-09-01T04:20:12.012710 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- publically logging your channel, you may wish to keep a
I, [2011-09-01T04:20:12.013693 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- notice in topic and perhaps as a on-join message).
I, [2011-09-01T04:20:12.014495 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:12.014723 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- By registering your nickname with Nickserv you agree that you
I, [2011-09-01T04:20:12.014916 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- are 13 years of age, or older. For more information about the
I, [2011-09-01T04:20:12.015118 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- Children's Online Privacy Protection Act please see their
I, [2011-09-01T04:20:12.015311 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- website at (http://www.coppa.org).
I, [2011-09-01T04:20:12.015584 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:12.015781 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- freenode runs an open proxy scanner. Your use of the network
I, [2011-09-01T04:20:12.016051 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- indicates your acceptance of this policy. For details on
I, [2011-09-01T04:20:12.016404 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- freenode network policy, please take a look at our policy
I, [2011-09-01T04:20:12.016600 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- page (http://freenode.net/policy.shtml). Thank you for using
I, [2011-09-01T04:20:12.016789 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- the network!
I, [2011-09-01T04:20:12.016977 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:12.017165 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- Don't forget to check out these other Peer-Directed Projects:
I, [2011-09-01T04:20:12.017355 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- FOSSCON [http://www.fosscon.org] and fossevents 
I, [2011-09-01T04:20:12.017546 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- [http://www.fossevents.org], and soon we'll repeat last years 
I, [2011-09-01T04:20:12.017736 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- success with Picnics for Geeks across the globe, more info at 
I, [2011-09-01T04:20:12.017925 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- [http://geeknic.org]
I, [2011-09-01T04:20:12.018129 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:12.018319 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- freenode is a service of Peer-Directed Projects Center Ltd,
I, [2011-09-01T04:20:12.018510 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- a not for profit organisation registered in England and Wales.
I, [2011-09-01T04:20:12.018837 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:12.019029 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- If you support the work we do and wish to donate to the PDPC, 
I, [2011-09-01T04:20:12.019218 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- you may do so over at http://freenode.net/pdpc_donations.shtml
I, [2011-09-01T04:20:12.019408 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:12.019604 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- Thank you for using freenode!
I, [2011-09-01T04:20:12.019793 #70209]  INFO -- : :asimov.freenode.net 372 dickman :-  
I, [2011-09-01T04:20:12.019980 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- ***************************************************************
I, [2011-09-01T04:20:12.020168 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- Please read http://blog.freenode.net/2010/11/be-safe-out-there/
I, [2011-09-01T04:20:12.020309 #70209]  INFO -- : :asimov.freenode.net 372 dickman :- ***************************************************************
I, [2011-09-01T04:20:12.020499 #70209]  INFO -- : :asimov.freenode.net 376 dickman :End of /MOTD command.
I, [2011-09-01T04:20:12.020575 #70209]  INFO -- : JOIN #cramp
I, [2011-09-01T04:20:12.020642 #70209]  INFO -- : :dickman MODE dickman :+i
I, [2011-09-01T04:20:16.169204 #70209]  INFO -- : :dickman!~dickman@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:20:16.170189 #70209]  INFO -- : :dickman!~dickman@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:20:16.170357 #70209]  INFO -- : :yoman!~yoman@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:20:16.304275 #70209]  INFO -- : :asimov.freenode.net 353 dickman = #cramp :dickman lolfo lifo
I, [2011-09-01T04:20:16.304443 #70209]  INFO -- : :asimov.freenode.net 366 dickman #cramp :End of /NAMES list.
I, [2011-09-01T04:20:16.304592 #70209]  INFO -- : :yoman!~yoman@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:20:16.306527 #70209]  INFO -- : :asimov.freenode.net 353 yoman = #cramp :yoman dickman lolfo lifo
I, [2011-09-01T04:20:16.306642 #70209]  INFO -- : :asimov.freenode.net 366 yoman #cramp :End of /NAMES list.
I, [2011-09-01T04:20:16.307049 #70209]  INFO -- : :yoman!~yoman@host86-160-160-200.range86-160.btcentralplus.com JOIN :#cramp
I, [2011-09-01T04:20:28.241866 #70209]  INFO -- : PRIVMSG #cramp :ha
I, [2011-09-01T04:20:28.378602 #70209]  INFO -- : :asimov.freenode.net 451 * :You have not registered
I, [2011-09-01T04:20:33.984711 #70209]  INFO -- : ERROR :Closing Link: host86-160-160-200.range86-160.btcentralplus.com (Connection timed out)
I, [2011-09-01T04:20:33.985243 #70209]  INFO -- : ERROR :Closing Link: host86-160-160-200.range86-160.btcentralplus.com (Connection timed out)
I, [2011-09-01T04:20:33.985334 #70209]  INFO -- : ERROR :Closing Link: host86-160-160-200.range86-160.btcentralplus.com (Connection timed out)
I, [2011-09-01T04:20:33.985412 #70209]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:20:38.985517 #70209]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:20:38.987224 #70209]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:20:43.987359 #70209]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:20:43.989290 #70209]  INFO -- : Connection lost, sleeping 5 seconds
I, [2011-09-01T04:20:48.989429 #70209]  INFO -- : Reconnection to: irc.freenode.net Port: 6667
I, [2011-09-01T04:20:48.992036 #70209]  INFO -- : NICK cuntface
I, [2011-09-01T04:20:48.992169 #70209]  INFO -- : USER cuntface 8 * :cuntface
I, [2011-09-01T04:20:48.992376 #70209]  INFO -- : NICK fuckfo
I, [2011-09-01T04:20:48.992446 #70209]  INFO -- : USER fuckfo 8 * :fuckfo
I, [2011-09-01T04:20:48.992576 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T04:20:48.992697 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T04:20:48.992791 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T04:20:48.992916 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T04:20:48.993007 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T04:20:48.993101 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T04:20:48.993227 #70209]  INFO -- : PRIVMSG #cramp :whoo
I, [2011-09-01T04:20:48.993388 #70209]  INFO -- : PRIVMSG #cramp :whoo
I, [2011-09-01T04:20:49.127906 #70209]  INFO -- : NICK shitcock
I, [2011-09-01T04:20:49.128037 #70209]  INFO -- : USER shitcock 8 * :shitcock
I, [2011-09-01T04:20:49.138577 #70209]  INFO -- : :dickman!~dickman@host86-160-160-200.range86-160.btcentralplus.com PRIVMSG #cramp :whoo
I, [2011-09-01T04:20:49.139315 #70209]  INFO -- : :dickman!~dickman@host86-160-160-200.range86-160.btcentralplus.com PRIVMSG #cramp :whoo
I, [2011-09-01T04:20:49.139585 #70209]  INFO -- : :yoman!~yoman@host86-160-160-200.range86-160.btcentralplus.com PRIVMSG #cramp :whoo
I, [2011-09-01T04:20:49.261864 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-01T04:20:49.274976 #70209]  INFO -- : :yoman!~yoman@host86-160-160-200.range86-160.btcentralplus.com PRIVMSG #cramp :whoo
I, [2011-09-01T04:20:49.398186 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-01T04:20:49.398342 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-01T04:20:51.800934 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T04:20:51.933348 #70209]  INFO -- : :asimov.freenode.net 432 * cuntface :Erroneous Nickname
I, [2011-09-01T04:20:53.960702 #70209]  INFO -- : PRIVMSG #cramp :YES!
I, [2011-09-01T04:20:54.096514 #70209]  INFO -- : :asimov.freenode.net 451 * :You have not registered
I, [2011-09-01T04:20:56.715474 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T04:20:56.847528 #70209]  INFO -- : :asimov.freenode.net 432 * fuckfo :Erroneous Nickname
I, [2011-09-01T04:21:01.630326 #70209]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T04:21:01.764618 #70209]  INFO -- : :asimov.freenode.net 432 * shitcock :Erroneous Nickname
